,CASRN,Synonym,id,Dup_Name_Flag
366168,17372-87-1,Eosine Y,,True
366166,17372-87-1,Eosine J,,True
366165,17372-87-1,Eosine G,,True
366164,17372-87-1,Eosine A,,True
366163,17372-87-1,Eosine w/s,,True
366162,17372-87-1,Eosine,,True
366158,17372-87-1,Eosin Y,,True
366156,17372-87-1,Eosin,,True
366161,17372-87-1,Eosin YS,,True
366486,17421-79-3,Sodium edetate,,True
366749,17508-17-7,DNPA,,True
366952,17573-23-8,3-05-00-02471 (Beilstein Handbook Reference),,True
366976,17575-21-2,5-18-04-00388 (Beilstein Handbook Reference),,True
367151,17598-65-1,Lanatosid C,,True
367199,17605-67-3,28-Isofucosterol,,True
367205,17605-71-9,Methylephedrine,,True
367343,17619-97-5,trans-Stilbene oxide,,True
367838,17693-51-5,Avomine,,True
368071,17742-78-8,4-01-00-03046 (Beilstein Handbook Reference),,True
368387,17804-35-2,BBC,,True
368386,17804-35-2,Arilate,,True
368974,17977-09-2,DNPA,,True
369445,18168-40-6,4-06-00-04761 (Beilstein Handbook Reference),,True
369945,18309-32-5,Verbenone,,True
370161,18370-87-1,4-01-00-02435 (Beilstein Handbook Reference),,True
370424,18426-20-5,NPA,,True
370711,18472-51-0,E-Z Scrub,,True
370694,18472-51-0,Peridex,,True
370814,18483-17-5,Tannin,,True
370811,18483-17-5,Gallotannin,,True
370875,18493-30-6,Choligen,,True
370886,18494-67-2,4-27-00-00278 (Beilstein Handbook Reference),,True
371046,18530-56-8,"1-(Tetrahydrodicyclopentadienyl)-3,3-dimethylurea",,True
371039,18530-56-8,"3-(Hexahydro-4,7-methanoindan-5-yl)-1,1-dimethylurea",,True
371044,18530-56-8,Noruron,,True
371126,18550-55-5,Angeli's salt,,True
371310,18588-50-6,5-25-12-00253 (Beilstein Handbook Reference),,True
371582,18679-90-8,Homopantothenic acid,,True
371993,18786-24-8,Serpentine,,True
372102,18829-55-5,3-Butylacrolein,,True
372290,18869-73-3,Tara,,True
372590,18939-43-0,Sulfato de magnesio,,True
372585,18939-43-0,Magnesium sulphate,,True
372776,19009-56-4,4-01-00-03376 (Beilstein Handbook Reference),,True
372839,19025-95-7,Thio-Bismol,,True
373049,19077-31-7,SKF 2680J,,True
373096,19089-47-5,3-01-00-02147 (Beilstein Handbook Reference),,True
373327,19165-63-0,Ochratoxin alpha,,True
373339,19171-19-8,Actimid,,True
373525,19229-76-6,"Iron, isotope of mass 59",,True
373945,19351-20-3,4-10-00-01418 (Beilstein Handbook Reference),,True
374245,19406-51-0,4-12-00-02006 (Beilstein Handbook Reference),,True
374269,19408-74-3,5-19-02-00042 (Beilstein Handbook Reference),,True
374276,19408-84-5,4-13-00-02588 (Beilstein Handbook Reference),,True
374306,19428-14-9,1-(2-Benzylphenoxy)-2-piperidinopropane phosphate,,True
374308,19428-14-9,ASA 158-5,,True
374767,19590-55-7,"2,4-DBE",,True
374993,19686-73-8,3-01-00-01474 (Beilstein Handbook Reference),,True
375076,19716-26-8,Substance F,,True
375196,19750-95-9,ENT 27567,,True
375199,19750-95-9,Fundal SP,,True
375219,19764-02-4,Fragilin,,True
375297,19774-82-4,Uro-septra,,True
375286,19774-82-4,L 3428,,True
375415,19806-17-8,3-09-00-04294 (Beilstein Handbook Reference),,True
375493,19841-73-7,5-20-08-00173 (Beilstein Handbook Reference),,True
375552,19864-63-2,Ferrous ammonium sulfate,,True
375893,19932-84-4,6-Chloro-2-benzoxazolinone,,True
375947,19942-78-0,4-03-00-00331 (Beilstein Handbook Reference),,True
376039,19971-94-9,5-26-14-00058 (Beilstein Handbook Reference),,True
376189,20020-02-4,Seekay wax,,True
376187,20020-02-4,Nibren wax,,True
376270,20064-19-1,L-Propionylcarnitine,,True
376710,20195-06-6,4-01-00-01455 (Beilstein Handbook Reference),,True
376864,20231-45-2,Vitacampher,,True
377048,20268-51-3,4-05-00-02552 (Beilstein Handbook Reference),,True
377054,20268-52-4,4-05-00-02552 (Beilstein Handbook Reference),,True
377093,20277-92-3,"N,N'-Diphenylguanidine",,True
377152,20283-92-5,"Benzenepropanoic acid, alpha-((3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl)oxy)-3,4-dihydroxy-",,True
377175,20285-28-3,Thanite,,True
377244,20300-26-9,4-08-00-03754 (Beilstein Handbook Reference),,True
377245,20300-26-9,BRN 1917878,,True
377292,20311-78-8,"2,8,10-Heptadecatriene-4,6-diyne-1,14-diol",,True
377410,20329-98-0,O-Methylsinapic acid,,True
377433,20344-15-4,H 4007,,True
377723,20427-59-2,Parasol,,True
377730,20427-59-2,Copper Blue,,True
377699,20427-59-2,Blue Copper,,True
377762,20432-35-3,p-Dimethylaminocinnamaldehyde,,True
377754,20432-35-3,EINECS 228-267-0,,True
377779,20432-64-8,Prondol,,True
377785,20438-03-3,Samorin,,True
377786,20438-03-3,Trypamidium,,True
378374,20629-61-2,2-Bromobutanoic acid,,True
378498,20667-12-3,Silver oxide,,True
378592,20697-03-4,5-17-01-00590 (Beilstein Handbook Reference),,True
378617,20701-77-3,Centrine,,True
378859,20766-49-8,Decynium 22,,True
379165,20830-75-5,Novodigal,,True
379093,20830-75-5,Cardoxin,,True
379128,20830-75-5,Stillacor,,True
379121,20830-75-5,Longdigox,,True
379117,20830-75-5,Lanatilin,,True
379273,20858-86-0,Vitamin B15,,True
379610,20940-37-8,DEA,,True
379677,20971-43-1,NDS,,True
379806,21013-96-7,2-Hydroxybenzaldoxime,,True
379810,21013-96-7,"Benzaldehyde, 2-hydroxy-, oxime",,True
379809,21013-96-7,Salicylaldehyde oxime,,True
379808,21013-96-7,(2-Hydroxyphenylmethylene)azanol,,True
379807,21013-96-7,2-Hydroxybenzaldehyde oxime,,True
379804,21013-96-7,o-Hydroxybenzaldehyde oxime,,True
379803,21013-96-7,o-Hydroxybenzaldoxime,,True
379800,21013-96-7,Saldox,,True
379870,21040-45-9,gamma-Phenylallyl acetate,,True
379868,21040-45-9,"2-Propen-1-ol, 3-phenyl-, acetate",,True
379867,21040-45-9,"Cinnamyl alcohol, acetate",,True
379866,21040-45-9,EINECS 203-121-9,,True
379873,21040-45-9,3-Phenylallyl acetate,,True
380249,21145-77-7,Tonalide,,True
380498,21245-01-2,Padimatum,,True
380600,21259-20-1,T-2,,True
380787,21311-66-0,Dimidin,,True
380791,21312-10-7,4-27-00-04685 (Beilstein Handbook Reference),,True
380808,21314-34-1,5-25-15-00230 (Beilstein Handbook Reference),,True
380887,21343-40-8,25-Hydroxyvitamin D,,True
380928,21361-93-3,Nicotine HCl,,True
381127,21416-88-6,5-24-05-00313 (Beilstein Handbook Reference),,True
381171,21436-98-6,"2,6-Dimethylaniline hydrochloride",,True
381328,21480-65-9,EINECS 233-285-7,,True
381482,21535-47-7,Norval,,True
381991,21645-51-2,PGA,,True
382225,21678-54-6,Hexachloro-endo-methylenetetrahydrophthalic acid,,True
382230,21678-54-6,Het acid,,True
382222,21678-54-6,Hexachloroendomethylenetetrahydrophthalic acid,,True
382216,21678-54-6,"5-Norbornene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-",,True
382217,21678-54-6,"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dicarboxylic acid",,True
382215,21678-54-6,"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-",,True
382214,21678-54-6,EINECS 204-078-9,,True
382374,21722-83-8,4-06-00-00119 (Beilstein Handbook Reference),,True
382624,21784-30-5,x-Trozine,,True
382621,21784-30-5,Bontril,,True
382984,21888-98-2,Tremblex,,True
382982,21888-98-2,R 16470,,True
383071,21908-53-2,Mercury oxide,,True
383202,21947-71-7,EINECS 208-695-4,,True
383303,21982-43-4,4-02-00-02226 (Beilstein Handbook Reference),,True
383621,22071-15-4,Actron,,True
384043,22189-31-7,Navane,,True
384163,22196-72-1,6-IT,,True
384217,22199-08-2,Sulfolex,,True
384225,22199-16-2,TMA-6,,True
384311,22204-24-6,"CP-10,423-16",,True
384552,22214-42-2,Dehydrozingerone,,True
384554,22214-42-2,FEMA No. 3738,,True
384555,22214-42-2,Feruloylmethane,,True
384561,22214-42-2,Vanillidene acetone,,True
384560,22214-42-2,Vanillalacetone,,True
384562,22214-42-2,Vanylidenacetone,,True
384550,22214-42-2,Dehydro(O)-paradol,,True
384553,22214-42-2,EINECS 214-096-9,,True
384548,22214-42-2,4-Hydroxy-3-methoxybenzylideneacetone,,True
384547,22214-42-2,4-(4-Hydroxy-3-methoxyphenyl)-3-buten-2-one,,True
384546,22214-42-2,3-Methoxy-4-hydroxybenzalacetone,,True
384543,22214-42-2,"3-Buten-2-one, 4-(4-hydroxy-3-methoxyphenyl)-",,True
384542,22214-42-2,"(O)-Paradol, dehydro-",,True
384549,22214-42-2,4-Hydroxy-3-methoxystyryl methyl ketone,,True
384749,22242-55-3,WR 38839,,True
384745,22242-55-3,BRL 50216,,True
384747,22242-55-3,"4,6-Diamino-1,2-dihydro-2,2-dimethyl-1-(3,4-dichlorobenzyloxy)-1,3,5-triazine hydrochloride",,True
384769,22248-79-9,"2-Chloro-1-(2,4,5-trichlorophenyl)vinyl phosphoric acid dimethyl ester",,True
384987,22304-30-9,Rheumox,,True
384984,22304-30-9,MI 85,,True
384985,22304-30-9,Prolixan,,True
385152,22331-70-0,PMMA [Stimulant],,True
385600,22462-79-9,3-04-00-00467 (Beilstein Handbook Reference),,True
386097,22601-59-8,Baciguent,,True
386101,22601-59-8,Fortracin,,True
386217,22636-32-4,4-01-00-02757 (Beilstein Handbook Reference),,True
386234,22656-77-5,3-04-00-00150 (Beilstein Handbook Reference),,True
386308,22668-03-7,5-23-04-00478 (Beilstein Handbook Reference),,True
386362,22693-89-6,LL 1418,,True
386767,22839-47-0,APM,,True
386869,22862-76-6,NSC 147340,,True
386864,22862-76-6,2-p-Methoxyphenylmethyl-3-acetoxy-4-hydroxypyrrolidine,,True
386890,22874-42-6,Metiur,,True
387023,22898-01-7,TFP,,True
387335,22975-76-4,5-19-04-00467 (Beilstein Handbook Reference),,True
387386,22994-85-0,5-23-04-00478 (Beilstein Handbook Reference),,True
387509,23031-36-9,HSDB 5735,,True
387547,23047-25-8,LEO 640,,True
387585,23052-51-9,4-01-00-02445 (Beilstein Handbook Reference),,True
387646,23076-35-9,Anased,,True
387965,23155-02-4,5-18-12-00526 (Beilstein Handbook Reference),,True
388006,23165-19-7,DMC,,True
388000,23165-19-7,CDM,,True
388250,23221-95-6,Perphenazine HCl,,True
388306,23235-25-8,Viminol p-hydroxybenzoate,,True
388558,23255-99-4,Versus,,True
388686,23257-58-1,Relane,,True
389115,23325-78-2,Keflex,,True
389110,23325-78-2,Lilly 66873,,True
389111,23325-78-2,SQ 20248,,True
389116,23325-78-2,Keforal,,True
389120,23325-78-2,Palitrex,,True
389122,23325-78-2,Sinthecillin,,True
389312,23389-33-5,Magnesium carbonate,,True
389325,23407-35-4,Indole alkaloid,,True
389326,23407-35-4,NSC 72135,,True
389340,23411-34-9,Calcium disodium versenate,,True
389341,23411-34-9,Edetate calcium disodium,,True
389447,23434-96-0,4-14-00-01674 (Beilstein Handbook Reference),,True
389547,23454-33-3,Parabolan,,True
389665,23491-45-4,NSC-322921,,True
389663,23491-45-4,Hoechst 33258,,True
389676,23491-52-3,Bisbenzimide,,True
389814,23513-13-5,"4-Decen-3-one, 1-(4-hydroxy-3-methoxyphenyl)-",,True
389812,23513-13-5,(6)-Shogaol,,True
389869,23522-38-5,2-27-00-00288 (Beilstein Handbook Reference),,True
389880,23525-22-6,DC,,True
389969,23548-99-4,Diatrizoate sodium I 125,,True
390022,23560-59-0,Hostaquick,,True
390465,23642-66-2,JP 992,,True
390458,23642-66-2,Mediator,,True
390636,23693-18-7,5-19-08-00550 (Beilstein Handbook Reference),,True
391163,23844-24-8,"2-Acetoxy-3-diethylcarbamyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11b-benzo(a)quinolizine",,True
391162,23844-24-8,P 2647,,True
391223,23869-24-1,Venoruton,,True
391853,24143-17-7,Serenal,,True
392135,24231-46-7,Tinopal AMS,,True
392408,24307-26-4,CDP,,True
392665,24356-66-9,Spongoadenosine,,True
392664,24356-66-9,Ara-A,,True
392687,24356-94-3,Neolutin,,True
392675,24356-94-3,Bovitrol,,True
392707,24358-84-7,5-22-01-00223 (Beilstein Handbook Reference),,True
392708,24358-84-7,BRN 0211230,,True
392798,24360-05-2,Urobenyl,,True
392939,24390-14-5,Vibramycin,,True
392930,24390-14-5,Vibra-tabs,,True
393119,24463-19-2,4-05-00-02313 (Beilstein Handbook Reference),,True
393408,24560-94-9,Unox epoxide 207,,True
393403,24560-94-9,Bicyclopentadiene dioxide,,True
393411,24560-94-9,"1,2:5,6-Diepoxyhexahydro-4,7-methanoindan",,True
393401,24560-94-9,"4,7-Methanoindan, 1,2:5,6-diepoxyhexahydro-, mixed isomers",,True
393400,24560-94-9,"2,4-Methano-2H-bisoxireno(a,f)indene, octahydro-",,True
393398,24560-94-9,"4,7-Methanoindan, 3a,4,5,6,7,7a-hexahydro-1,2:5,6-diepoxy-",,True
393397,24560-94-9,"4,7-Methanoindan, 1,2:5,6-diepoxyhexahydro-",,True
393396,24560-94-9,"2,4-Methano-2H-indeno(1,2-b:5,6-b')bisoxirene, octahydro-",,True
393402,24560-94-9,"4,7-Methanoindan, 1,2:5,6-diepoxy-3a,4,5,6,7,7a-hexahydro-",,True
393508,24584-09-6,NSC 169780,,True
393572,24598-73-0,Oropur,,True
393711,24622-72-8,CERM 898,,True
393744,24623-77-6,Boehmite,,True
393797,24634-61-5,Potassium sorbate,,True
393861,24650-42-8,DMPA,,True
394193,24729-96-2,Sobelin,,True
394409,24815-24-5,Reserpinine (VAN),,True
394407,24815-24-5,Reserpinine,,True
394406,24815-24-5,Reserpinin,,True
394545,24868-20-0,Dantrolene sodium,,True
394541,24868-20-0,Dantrium,,True
394583,24876-35-5,Ravona,,True
394582,24876-35-5,Repocal,,True
394580,24876-35-5,Nembutal calcium,,True
394578,24876-35-5,"Barbituric acid, 5-ethyl-5-(1-methylbutyl)-, calcium salt",,True
394730,24928-17-4,PDD,,True
394989,24961-39-5,4-05-00-02566 (Beilstein Handbook Reference),,True
395117,25013-15-4,BRN 1209317,,True
395116,25013-15-4,4-05-00-01369 (Beilstein Handbook Reference),,True
395146,25013-16-5,2(3)-tert-Butyl-4-hydroxyanisole,,True
395147,25013-16-5,3-tert-Butyl-4-hydroxyanisole,,True
395212,25014-41-9,PAN (VAN),,True
395354,25038-54-4,Caprolactam polymer,,True
395353,25038-54-4,Caprolactam oligomer,,True
395506,25038-59-9,Polyethylene terephthalate,,True
395503,25038-59-9,Pegoterate,,True
395523,25038-59-9,"1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol",,True
395604,25057-89-0,Herbatox,,True
395588,25057-89-0,Basagran DP,,True
395697,25067-34-9,Onyx,,True
395706,25067-59-8,PVK,,True
395717,25068-38-6,Araldite GY 250,,True
395757,25081-31-6,4-04-00-03396 (Beilstein Handbook Reference),,True
395969,25102-12-9,Edetate dipotassium,,True
396070,25122-46-7,Luxiq,,True
396166,25134-21-8,NMA,,True
396303,25152-84-5,FEMA No. 3135,,True
396320,25154-38-5,Hydroxyethylpiperazine,,True
396325,25154-52-3,BRN 2047450,,True
396323,25154-52-3,3-06-00-02067 (Beilstein Handbook Reference),,True
396342,25154-54-5,DNB,,True
396372,25155-18-4,Methylbenzethonium chloride,,True
396521,25167-62-8,DHE,,True
396529,25167-67-3,"Butene, all isomers",,True
396567,25168-15-4,"2,4,5-T esters",,True
396598,25168-26-7,"2,4-D esters",,True
396729,25188-53-8,NSC 81745,,True
396827,25203-63-8,2'-Deoxycytidine hydrochloride,,True
396879,25212-88-8,Rohagit SD 15,,True
397024,25249-54-1,Poly(1-(2-oxo-1-pyrrolidinyl)ethylene),,True
397025,25249-54-1,PVPP,,True
397039,25254-67-5,4-26-00-01311 (Beilstein Handbook Reference),,True
397083,25264-93-1,Hexylene,,True
397104,25265-75-2,Butanediol,,True
397162,25287-60-9,4-13-00-01742 (Beilstein Handbook Reference),,True
397309,25316-40-9,Doxil,,True
397297,25316-40-9,Adriblastina,,True
397296,25316-40-9,Adriblastin,,True
397298,25316-40-9,Caelyx,,True
397368,25321-22-6,DCB,,True
397385,25322-20-7,TCA,,True
397640,25322-69-4,SKF 18667,,True
397664,25323-30-2,Dichloroethylene,,True
397963,25376-45-8,RCRA waste number U221,,True
397997,25377-83-7,Octylene,,True
398121,25389-94-0,Kantrex,,True
398109,25389-94-0,Kanamycin A sulfate,,True
398138,25390-16-3,4-19-00-02798 (Beilstein Handbook Reference),,True
398530,25490-68-0,4-27-00-06661 (Beilstein Handbook Reference),,True
398563,25496-72-4,Glycerol 1-monooleate,,True
398739,25523-97-1,Polaronil,,True
398733,25523-97-1,"Pyridine, 2-(p-chloro-alpha-(2-(dimethylamino)ethyl)benzyl)-",,True
398719,25523-97-1,"gamma-(4-Chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine",,True
398732,25523-97-1,Polaramine,,True
398761,25525-21-7,Tetrahydroxyadipic acid,,True
399035,25606-41-1,EPA Pesticide Chemical Code 119302,,True
399235,25637-99-4,HBCD,,True
399444,25679-28-1,4-06-00-03796 (Beilstein Handbook Reference),,True
399692,25779-79-7,Parvolex,,True
399997,25852-37-3,Primal ASE 60,,True
400442,25967-29-7,5-24-04-00321 (Beilstein Handbook Reference),,True
400461,25968-91-6,Dihydrocodeinone hydrochloride,,True
400510,25991-86-0,Carboxide,,True
400621,26002-80-2,Solo,,True
401019,26086-33-9,Trimethylolpropane trioctanoate,,True
401280,26155-31-7,Thelmesan,,True
401303,26159-34-2,Veradol,,True
401296,26159-34-2,Naixan,,True
401311,26159-34-2,Apo-Napro-Na,,True
401298,26159-34-2,Naprosyn,,True
401302,26159-34-2,Xenar,,True
401868,26278-79-5,4-27-00-05450 (Beilstein Handbook Reference),,True
401953,26306-61-6,4-13-00-01020 (Beilstein Handbook Reference),,True
402157,26384-44-1,Dimit,,True
402276,26401-97-8,Advastab TM 188,,True
402408,26444-49-5,DCP,,True
402406,26444-49-5,CDP,,True
402409,26445-01-2,Naphthaleneacetic acid,,True
402451,26446-35-5,Glycerol monoacetate,,True
402475,26446-59-3,Perfluorobutyltetrahydrofuran,,True
402498,26447-40-5,Diphenylmethane diisocyanate,,True
402554,26471-62-5,UN 2078,,True
402552,26471-62-5,Tolylene diisocyanate,,True
402548,26471-62-5,TDI,,True
402545,26471-62-5,RCRA waste number U223,,True
402542,26471-62-5,Mondur TD-80,,True
402652,26490-31-3,Axedanin,,True
402651,26490-31-3,Adenocorin,,True
402650,26490-31-3,Anaboline,,True
402649,26490-31-3,Deca-Durabolin,,True
402648,26490-31-3,Deca-Durabol,,True
402753,26532-22-9,EPA Pesticide Chemical Code 112401,,True
402792,26532-95-6,EPA Pesticide Chemical Code 128980,,True
402841,26541-56-0,2-15-00-00020 (Beilstein Handbook Reference),,True
402919,26545-62-0,"Violanthrone, dihydroxy-",,True
403059,26571-11-9,Today,,True
403058,26571-11-9,Delfen,,True
403056,26571-11-9,Nonoxynol 9,,True
403055,26571-11-9,Nonoxynol-9,,True
403143,26594-44-5,BRN 2751068,,True
403173,26601-64-9,HCB,,True
403195,26605-69-6,Unipen,,True
403196,26605-69-6,Geopen,,True
403187,26605-69-6,Carindapen,,True
403326,26629-87-8,Conflictan,,True
403393,26638-19-7,DCP,,True
403636,26685-57-4,SP 1,,True
403769,26733-24-4,5-19-01-00083 (Beilstein Handbook Reference),,True
403820,26754-48-3,EINECS 247-961-4,,True
403877,26762-44-7,Octadecanol,,True
403922,26771-11-9,4-09-00-00168 (Beilstein Handbook Reference),,True
403977,26780-50-7,Lactomer,,True
404026,26780-96-1,Flectol H,,True
404071,26786-32-3,Gamonil,,True
404129,26787-78-0,Ampy-Penyl,,True
404108,26787-78-0,Clamoxyl,,True
404558,26911-39-7,RI-331,,True
404598,26921-17-5,Istalol,,True
404765,26967-76-0,Reofos 95,,True
404771,26970-82-1,Sodium selenite pentahydrate,,True
404788,26979-21-5,5-21-08-00148 (Beilstein Handbook Reference),,True
404884,27016-91-7,5-24-04-00346 (Beilstein Handbook Reference),,True
405302,27136-73-8,1-(2-Hydroxyethyl)-2-heptadecenyl-2-imidazoline,,True
405396,27164-46-1,Ancef,,True
405503,27176-99-4,Triton x-45,,True
405753,27215-95-8,Propylene trimer,,True
405767,27220-47-9,5-23-04-00320 (Beilstein Handbook Reference),,True
405864,27247-96-7,Nitronal,,True
406055,27304-13-8,"3a,4,7,7a-Tetrahydro-1,2-epoxy-4,5,6,7,8,8-hexachloro-4,7-methanoindan",,True
406234,27342-88-7,Alcohol C-12,,True
406498,27464-23-9,L 6150,,True
406548,27470-51-5,Danilon,,True
406575,27479-28-3,Dodecyldimethyl(ethylbenzyl)ammonium chloride,,True
406682,27522-09-4,"Boric acid, ammonium salt",,True
406747,27538-10-9,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,,True
406793,27554-26-3,Genomoll 100,,True
406907,27591-97-5,Bis-DEAE-fluorenone,,True
407054,27653-49-2,5-25-12-00255 (Beilstein Handbook Reference),,True
407173,27675-39-4,Coculine,,True
407208,27686-84-6,Nordihydroguaiaretic acid,,True
407350,27750-11-4,Hibiscus acid,,True
407380,27761-19-9,Cystagon,,True
407407,27766-45-6,Fast Blue RR,,True
407441,27774-13-6,Vanadium sulfate,,True
407536,27813-21-4,BRN 0136336,,True
407535,27813-21-4,5-21-10-00128 (Beilstein Handbook Reference),,True
407721,27871-49-4,Methyl 2-hydroxypropionate,,True
407775,27885-92-3,NSC 51189,,True
407844,27923-61-1,PB 100,,True
407933,27958-09-4,"3,4-Pyrrolidinediol, 2-(p-methoxybenzyl)-, 3-acetate, (2S,3R,4R)-",,True
408047,28008-04-0,Nevriton,,True
408410,28117-80-8,MPPP,,True
408425,28124-29-0,5-25-12-00268 (Beilstein Handbook Reference),,True
408727,28239-45-4,5-24-09-00162 (Beilstein Handbook Reference),,True
408949,28314-03-6,4-12-00-03369 (Beilstein Handbook Reference),,True
408971,28322-02-3,4-12-00-03389 (Beilstein Handbook Reference),,True
408995,28338-59-2,Cyanidin 3-rutinoside,,True
408996,28338-59-2,Cyanidin 3-O-rutinoside,,True
409142,28393-42-2,Cephalosporin P,,True
409282,28434-00-6,EPA Pesticide Chemical Code 004003,,True
409309,28434-01-7,Isathrine,,True
409655,28559-00-4,Folcidin,,True
409793,28612-25-1,32P-Chromic phosphate,,True
409957,28645-51-4,omega-6-Hexadecenlactone,,True
410050,28689-08-9,4-05-00-00747 (Beilstein Handbook Reference),,True
410371,28804-67-3,Tetrachloronitrobenzene (VAN),,True
410437,28822-73-3,NSC 92532,,True
410626,28906-50-5,Methyl glutaronitrile,,True
410694,28947-50-4,Phencamine,,True
410703,28954-12-3,4-04-00-03170 (Beilstein Handbook Reference),,True
410875,28981-97-7,Kalma,,True
410887,28983-56-4,Cotton Blue,,True
411026,29039-00-7,Calcium glucoheptonate,,True
411375,29110-48-3,Intuniv,,True
411563,29126-50-9,EINECS 240-248-9,,True
412076,29347-89-5,Tetrahydrofolate,,True
412099,29362-48-9,Acetylgitoxin-alpha,,True
412130,29385-43-1,Tolutriazole,,True
412148,29387-86-8,Propylene glycol monobutyl ether,,True
412163,29393-20-2,Bacillin,,True
412386,29493-77-4,MCN-822,,True
412385,29493-77-4,ICE,,True
412590,29593-26-8,Monoacetylmorphine,,True
412626,29606-00-6,Isopromedol,,True
412641,29606-10-8,EINECS 200-583-3,,True
412931,29718-44-3,NCI-C54875,,True
413145,29809-42-5,Thallous carbonate,,True
413146,29809-42-5,Thallium(I) carbonate,,True
413350,29876-08-2,Stresson,,True
413405,29884-64-8,Threose,,True
413422,29895-73-6,FEMA No. 2877,,True
413556,29923-31-7,Sodium N-lauroyl-L-glutamate,,True
413610,29953-71-7,Indole-3-acrylic acid,,True
413839,30061-35-9,"Dibenzo(f,h)pyrrolo(1,2-b)isoquinoline, 9,11,12,13,13a,14-hexahydro-2,3,5,6-tetramethoxy-",,True
413924,30103-44-7,Pyrromecaine,,True
413991,30136-13-1,Propasol solvent P,,True
414105,30223-73-5,EDDP,,True
414279,30303-65-2,Abreva,,True
414493,30392-41-7,WIN 32784,,True
414605,30440-88-1,1-(2-Pyridinyl)ethanone,,True
414744,30525-89-4,Polyoxymethylene,,True
414730,30525-89-4,Paraformaldehyde,,True
414735,30525-89-4,Formagene,,True
414968,30637-95-7,"9,10-Anthraquinone-2-sulfonate",,True
414992,30652-12-1,5-21-12-00114 (Beilstein Handbook Reference),,True
415000,30652-13-2,5-21-12-00114 (Beilstein Handbook Reference),,True
415085,30674-80-7,4-04-00-01555 (Beilstein Handbook Reference),,True
415172,30719-07-4,Monomethylthionine,,True
415321,30826-87-0,5-24-01-00197 (Beilstein Handbook Reference),,True
415547,30964-13-7,Plemocil,,True
415722,31065-89-1,Paradryl,,True
416300,31348-66-0,Pandryl,,True
416451,31386-35-3,NSC 116785,,True
416620,31465-25-5,NSC 163335,,True
416621,31465-25-5,NSC 71873,,True
416849,31551-45-8,4-07-00-01638 (Beilstein Handbook Reference),,True
416949,31566-31-1,Stearates,,True
416916,31566-31-1,Emerest 2400,,True
416983,31581-11-0,4-07-00-02434 (Beilstein Handbook Reference),,True
417115,31645-39-3,Ifosfamide mustard,,True
417256,31692-85-0,Tetrahydrofurfuryl alcohol polyethylene glycol ether,,True
417306,31698-14-3,Cyclocytidine,,True
417547,31828-71-4,Mexitil,,True
417715,31895-21-3,SAN,,True
417848,31959-87-2,NSC 32946,,True
418086,32139-72-3,4-06-00-05620 (Beilstein Handbook Reference),,True
418291,32222-75-6,Vasospan,,True
418375,32288-33-8,DDAC,,True
418394,32289-58-0,Polihexanide,,True
418381,32289-58-0,EPA Pesticide Chemical Code 111801,,True
418472,32359-34-5,LG 152,,True
418541,32381-60-5,(+-)-Procyclidine hydrochloride,,True
419279,32647-67-9,Dibenzylidene sorbitol,,True
419273,32647-67-9,Millad 3905,,True
419268,32647-67-9,EC 1,,True
419266,32647-67-9,Dibenzylidenesorbitol,,True
419348,32672-69-8,Serentil,,True
419482,32740-01-5,5-20-08-00539 (Beilstein Handbook Reference),,True
419627,32795-44-1,NAPA,,True
419646,32795-47-4,Alival,,True
419668,32795-84-9,4-05-00-02552 (Beilstein Handbook Reference),,True
419750,32809-16-8,5-21-10-00069 (Beilstein Handbook Reference),,True
419766,32811-40-8,EINECS 207-277-9,,True
419936,32891-29-5,Mazaticol HCl,,True
420074,32972-24-0,4-27-00-00278 (Beilstein Handbook Reference),,True
420116,32986-56-4,NF 6,,True
420394,33073-59-5,N-(2-Chloroethyl)-N'-(trans-4-methylcyclohexyl)-N-nitrosourea,,True
420392,33073-59-5,NSC 95441,,True
420607,33125-97-2,Amidate,,True
420606,33125-97-2,5-25-04-00085 (Beilstein Handbook Reference),,True
420744,33189-72-9,EPA Pesticide Chemical Code 129019,,True
420938,33276-75-4,"Ampicillin N,N'-dibenzylethylenediamine salt",,True
421143,33286-22-5,Verelan,,True
421144,33286-22-5,Verelan PM,,True
421265,33376-96-4,4-26-00-03733 (Beilstein Handbook Reference),,True
421397,33402-03-8,Pressorol,,True
421550,33423-92-6,5-19-02-00041 (Beilstein Handbook Reference),,True
421645,33445-35-1,Prontosil,,True
421948,33543-31-6,4-05-00-02474 (Beilstein Handbook Reference),,True
421984,33564-31-7,Florone,,True
422158,33629-47-9,No-Crab,,True
422181,33631-47-9,HER,,True
422382,33704-61-9,DPMI,,True
422412,33743-96-3,Pyrroxane,,True
422607,33817-09-3,l-Methamphetamine,,True
422726,33857-26-0,5-19-02-00040 (Beilstein Handbook Reference),,True
